user_id,user_type,name,email,university,academic_stream,cgpa,language,region,career_interest,mood_preference,company,job_role,experience_years,age,mentoring_rating,total_mentees,availability,bio
mentor_0328,mentor,Mentor 328,mentor328@example.com,Anna University,Data Science,8.242478221292956,Gujarati,Hyderabad,Product Development,Motivational & Inspiring,Meta,DevOps Engineer,15,29,4.62,16,Very High,Experienced DevOps Engineer with passion for Product Development
mentor_0329,mentor,Mentor 329,mentor329@example.com,DTU Delhi,Data Science,7.422320346077341,Gujarati,Northeast India,Finance & Investment,Motivational & Inspiring,Google,DevOps Engineer,8,32,4.87,17,High,Experienced DevOps Engineer with passion for Finance & Investment
mentor_0330,mentor,Mentor 330,mentor330@example.com,NIT Trichy,Electronics,7.543455109163389,Gujarati,Pune,Entrepreneurship,Patient & Understanding,Infosys,Machine Learning Engineer,8,40,4.36,41,High,Experienced Machine Learning Engineer with passion for Entrepreneurship
mentor_0331,mentor,Mentor 331,mentor331@example.com,SRM University,Information Technology,8.410536592110244,Hindi,North India,Entrepreneurship,Professional & Formal,Google,Cloud Architect,5,43,3.77,47,Medium,Experienced Cloud Architect with passion for Entrepreneurship
mentor_0332,mentor,Mentor 332,mentor332@example.com,IIT Delhi,Information Technology,7.234730700589473,Tamil,Ahmedabad,Entrepreneurship,Challenging & Critical,Flipkart,Machine Learning Engineer,5,37,3.9,19,Medium,Experienced Machine Learning Engineer with passion for Entrepreneurship
mentor_0333,mentor,Mentor 333,mentor333@example.com,IIT Bombay,Mechanical Engineering,7.994512476224545,Bengali,Ahmedabad,Healthcare Technology,Challenging & Critical,Deloitte,Software Engineer,15,42,3.8,36,Low,Experienced Software Engineer with passion for Healthcare Technology
mentor_0334,mentor,Mentor 334,mentor334@example.com,IIT Delhi,Electronics,7.097036415461487,Kannada,Bangalore,Entrepreneurship,Direct & Straightforward,McKinsey,Backend Engineer,4,26,3.87,44,High,Experienced Backend Engineer with passion for Entrepreneurship
mentor_0335,mentor,Mentor 335,mentor335@example.com,PESIT Bangalore,Computer Science,7.167306126870573,Hindi,South India,Finance & Investment,Motivational & Inspiring,Morgan Stanley,UI/UX Designer,18,36,3.96,17,Medium,Experienced UI/UX Designer with passion for Finance & Investment
mentor_0336,mentor,Mentor 336,mentor336@example.com,SRM University,Information Technology,7.416760194560291,Tamil,Central India,Startup Ecosystem,Professional & Formal,Morgan Stanley,Machine Learning Engineer,8,26,4.33,16,Medium,Experienced Machine Learning Engineer with passion for Startup Ecosystem
mentor_0337,mentor,Mentor 337,mentor337@example.com,NIT Surathkal,Electrical Engineering,7.9122182823894125,Punjabi,Bangalore,Corporate Growth,Analytical & Logical,Apple,Data Scientist,10,40,4.38,8,High,Experienced Data Scientist with passion for Corporate Growth
mentor_0338,mentor,Mentor 338,mentor338@example.com,NIT Surathkal,Aerospace Engineering,8.455345570040855,Malayalam,West India,Data Science & AI,Supportive & Empathetic,Google,Consultant,10,35,4.14,13,High,Experienced Consultant with passion for Data Science & AI
mentor_0339,mentor,Mentor 339,mentor339@example.com,Manipal Institute,Computer Science,7.57723621083102,Bengali,Chennai,Finance & Investment,Professional & Formal,TCS,Product Manager,8,32,4.42,48,Low,Experienced Product Manager with passion for Finance & Investment
mentor_0340,mentor,Mentor 340,mentor340@example.com,VIT Vellore,Chemical Engineering,6.3001304709411645,Gujarati,East India,Social Impact,Patient & Understanding,Microsoft,Cloud Architect,16,27,3.62,28,Low,Experienced Cloud Architect with passion for Social Impact
mentor_0341,mentor,Mentor 341,mentor341@example.com,DTU Delhi,Electrical Engineering,8.00515703482715,English,Mumbai Metropolitan,Startup Ecosystem,Challenging & Critical,Flipkart,AI Research Engineer,5,35,3.63,30,High,Experienced AI Research Engineer with passion for Startup Ecosystem
mentor_0342,mentor,Mentor 342,mentor342@example.com,DTU Delhi,Electrical Engineering,9.463073739316567,Bengali,Northeast India,Data Science & AI,Challenging & Critical,Morgan Stanley,Business Analyst,12,29,3.76,3,Medium,Experienced Business Analyst with passion for Data Science & AI
mentor_0343,mentor,Mentor 343,mentor343@example.com,IIT Madras,Electronics,7.58693506485388,Marathi,Delhi NCR,Finance & Investment,Analytical & Logical,Meta,Product Manager,5,37,4.28,17,High,Experienced Product Manager with passion for Finance & Investment
mentor_0344,mentor,Mentor 344,mentor344@example.com,IIT Madras,Mechanical Engineering,6.132985888656337,Tamil,East India,Startup Ecosystem,Analytical & Logical,Apple,Product Manager,14,44,3.82,19,Medium,Experienced Product Manager with passion for Startup Ecosystem
mentor_0345,mentor,Mentor 345,mentor345@example.com,IIT Madras,Chemical Engineering,7.635722311576681,Telugu,Central India,Entrepreneurship,Patient & Understanding,McKinsey,Business Analyst,19,36,3.92,46,Medium,Experienced Business Analyst with passion for Entrepreneurship
mentor_0346,mentor,Mentor 346,mentor346@example.com,NIT Trichy,Information Technology,7.497589917452928,Punjabi,Hyderabad,Corporate Growth,Supportive & Empathetic,Wipro,Machine Learning Engineer,7,33,4.1,42,Medium,Experienced Machine Learning Engineer with passion for Corporate Growth
mentor_0347,mentor,Mentor 347,mentor347@example.com,IIIT Hyderabad,Electronics,7.430312925310089,Malayalam,West India,Consulting,Analytical & Logical,Amazon,Software Engineer,11,43,4.72,43,Low,Experienced Software Engineer with passion for Consulting
mentor_0348,mentor,Mentor 348,mentor348@example.com,BITS Pilani,Information Technology,8.256327919981706,Punjabi,Kolkata,Product Development,Direct & Straightforward,Startup,Business Analyst,9,36,3.52,8,Medium,Experienced Business Analyst with passion for Product Development
mentor_0349,mentor,Mentor 349,mentor349@example.com,IIIT Hyderabad,Electronics,8.60261982906858,Bengali,West India,Academia & Teaching,Supportive & Empathetic,Wipro,UI/UX Designer,6,36,4.47,12,High,Experienced UI/UX Designer with passion for Academia & Teaching
mentor_0350,mentor,Mentor 350,mentor350@example.com,IIT Delhi,Electronics,8.046868596160866,Telugu,West India,Corporate Growth,Analytical & Logical,Wipro,UI/UX Designer,15,38,4.5,14,Medium,Experienced UI/UX Designer with passion for Corporate Growth
mentor_0351,mentor,Mentor 351,mentor351@example.com,IIIT Hyderabad,Electronics,7.393553532263145,Marathi,Hyderabad,Consulting,Friendly & Casual,Flipkart,Frontend Engineer,15,28,4.7,26,High,Experienced Frontend Engineer with passion for Consulting
mentor_0352,mentor,Mentor 352,mentor352@example.com,NIT Trichy,Mechanical Engineering,8.400543027495704,Kannada,Delhi NCR,Tech Leadership,Professional & Formal,Adobe,Research Scientist,12,37,4.9,14,High,Experienced Research Scientist with passion for Tech Leadership
mentor_0353,mentor,Mentor 353,mentor353@example.com,Manipal Institute,Electronics,6.304936287028608,English,Northeast India,Finance & Investment,Analytical & Logical,Zomato,Backend Engineer,19,28,3.53,27,High,Experienced Backend Engineer with passion for Finance & Investment
mentor_0354,mentor,Mentor 354,mentor354@example.com,IIT Delhi,Civil Engineering,6.9271551034128045,Telugu,East India,Tech Leadership,Direct & Straightforward,Adobe,Consultant,15,35,3.73,36,High,Experienced Consultant with passion for Tech Leadership
mentor_0355,mentor,Mentor 355,mentor355@example.com,IIIT Hyderabad,Aerospace Engineering,7.016297777118616,Tamil,Hyderabad,Consulting,Motivational & Inspiring,Goldman Sachs,Full Stack Developer,19,42,4.83,18,Medium,Experienced Full Stack Developer with passion for Consulting
mentor_0356,mentor,Mentor 356,mentor356@example.com,NIT Trichy,Information Technology,7.4752394816544525,Gujarati,Central India,Corporate Growth,Analytical & Logical,Apple,Machine Learning Engineer,6,27,4.19,25,High,Experienced Machine Learning Engineer with passion for Corporate Growth
mentor_0357,mentor,Mentor 357,mentor357@example.com,BITS Pilani,Computer Science,7.90538772998947,Marathi,Northeast India,Finance & Investment,Challenging & Critical,Paytm,Cloud Architect,3,42,4.35,25,Medium,Experienced Cloud Architect with passion for Finance & Investment
mentor_0358,mentor,Mentor 358,mentor358@example.com,IIIT Hyderabad,Biotechnology,7.339429641330173,English,Central India,Social Impact,Challenging & Critical,Meta,AI Research Engineer,3,41,4.49,24,Medium,Experienced AI Research Engineer with passion for Social Impact
mentor_0359,mentor,Mentor 359,mentor359@example.com,NIT Trichy,Chemical Engineering,6.77517136439818,Malayalam,Northeast India,Academia & Teaching,Challenging & Critical,Deloitte,Backend Engineer,17,27,4.52,25,High,Experienced Backend Engineer with passion for Academia & Teaching
mentor_0360,mentor,Mentor 360,mentor360@example.com,PESIT Bangalore,Data Science,8.279880227756903,Gujarati,Delhi NCR,Entrepreneurship,Motivational & Inspiring,Zomato,Business Analyst,15,31,4.9,25,Medium,Experienced Business Analyst with passion for Entrepreneurship
mentor_0361,mentor,Mentor 361,mentor361@example.com,IIT Madras,Mechanical Engineering,7.3116346222362445,Bengali,Mumbai Metropolitan,Finance & Investment,Challenging & Critical,Infosys,Research Scientist,19,35,5.0,45,High,Experienced Research Scientist with passion for Finance & Investment
mentor_0362,mentor,Mentor 362,mentor362@example.com,PESIT Bangalore,Computer Science,7.581703136696827,Telugu,Central India,Social Impact,Friendly & Casual,Flipkart,Full Stack Developer,10,35,4.58,27,High,Experienced Full Stack Developer with passion for Social Impact
mentor_0363,mentor,Mentor 363,mentor363@example.com,DTU Delhi,Electrical Engineering,7.940854196380727,English,Hyderabad,Finance & Investment,Analytical & Logical,Goldman Sachs,Cloud Architect,15,33,3.93,48,Medium,Experienced Cloud Architect with passion for Finance & Investment
mentor_0364,mentor,Mentor 364,mentor364@example.com,IIT Madras,Civil Engineering,7.5311020863383575,Hindi,Northeast India,Corporate Growth,Patient & Understanding,Morgan Stanley,Consultant,16,26,4.82,17,High,Experienced Consultant with passion for Corporate Growth
mentor_0365,mentor,Mentor 365,mentor365@example.com,DTU Delhi,Data Science,7.534617355795432,Kannada,Ahmedabad,Social Impact,Challenging & Critical,Swiggy,Data Engineer,10,38,3.57,31,Very High,Experienced Data Engineer with passion for Social Impact
mentor_0366,mentor,Mentor 366,mentor366@example.com,Amity University,Biotechnology,8.324378736348663,Kannada,West India,Corporate Growth,Supportive & Empathetic,Wipro,Consultant,10,34,3.85,2,Medium,Experienced Consultant with passion for Corporate Growth
mentor_0367,mentor,Mentor 367,mentor367@example.com,IIT Bombay,Computer Science,7.621095579656301,Marathi,Pune,Startup Ecosystem,Patient & Understanding,Swiggy,Machine Learning Engineer,17,35,4.85,1,Medium,Experienced Machine Learning Engineer with passion for Startup Ecosystem
mentor_0368,mentor,Mentor 368,mentor368@example.com,PESIT Bangalore,Data Science,8.19023758863239,Malayalam,Bangalore,Consulting,Motivational & Inspiring,Adobe,Business Analyst,15,40,3.88,32,High,Experienced Business Analyst with passion for Consulting
mentor_0369,mentor,Mentor 369,mentor369@example.com,IIT Bombay,Computer Science,7.935733955454712,Marathi,Kolkata,Research & Innovation,Friendly & Casual,Paytm,Data Engineer,9,30,3.83,41,Low,Experienced Data Engineer with passion for Research & Innovation
mentor_0370,mentor,Mentor 370,mentor370@example.com,IIT Bombay,Civil Engineering,9.113510035349533,Hindi,West India,Finance & Investment,Supportive & Empathetic,Paytm,Backend Engineer,7,41,3.71,18,Medium,Experienced Backend Engineer with passion for Finance & Investment
mentor_0371,mentor,Mentor 371,mentor371@example.com,BITS Pilani,Biotechnology,7.827530734295304,Tamil,North India,Product Development,Supportive & Empathetic,Meta,Software Engineer,19,38,4.79,16,Low,Experienced Software Engineer with passion for Product Development
mentor_0372,mentor,Mentor 372,mentor372@example.com,IIT Madras,Electrical Engineering,8.010378616120619,Malayalam,Mumbai Metropolitan,Finance & Investment,Supportive & Empathetic,Zomato,Backend Engineer,18,43,4.25,43,Very High,Experienced Backend Engineer with passion for Finance & Investment
mentor_0373,mentor,Mentor 373,mentor373@example.com,Amity University,Electronics,8.381325371197093,Punjabi,Mumbai Metropolitan,Consulting,Supportive & Empathetic,Amazon,Backend Engineer,4,36,4.51,32,Medium,Experienced Backend Engineer with passion for Consulting
mentor_0374,mentor,Mentor 374,mentor374@example.com,DTU Delhi,Information Technology,7.550894207960136,Tamil,West India,Data Science & AI,Patient & Understanding,Apple,Consultant,19,34,3.86,11,Low,Experienced Consultant with passion for Data Science & AI
mentor_0375,mentor,Mentor 375,mentor375@example.com,NIT Trichy,Electrical Engineering,6.989717522616448,Malayalam,Kolkata,Tech Leadership,Patient & Understanding,Google,Software Engineer,9,41,4.64,48,Medium,Experienced Software Engineer with passion for Tech Leadership
mentor_0376,mentor,Mentor 376,mentor376@example.com,IIT Delhi,Electronics,7.120683535101235,Malayalam,Ahmedabad,Startup Ecosystem,Analytical & Logical,Amazon,Software Engineer,15,27,4.64,2,Medium,Experienced Software Engineer with passion for Startup Ecosystem
mentor_0377,mentor,Mentor 377,mentor377@example.com,NIT Trichy,Mechanical Engineering,7.1283944595980095,Hindi,East India,Entrepreneurship,Challenging & Critical,Zomato,Machine Learning Engineer,16,27,3.97,42,High,Experienced Machine Learning Engineer with passion for Entrepreneurship
mentor_0378,mentor,Mentor 378,mentor378@example.com,IIT Delhi,Aerospace Engineering,6.739735225442625,Bengali,Delhi NCR,Social Impact,Professional & Formal,Goldman Sachs,Cloud Architect,15,37,4.12,48,Very High,Experienced Cloud Architect with passion for Social Impact
mentor_0379,mentor,Mentor 379,mentor379@example.com,PESIT Bangalore,Chemical Engineering,7.754244135361507,Hindi,Central India,Research & Innovation,Analytical & Logical,Meta,Full Stack Developer,13,33,3.81,25,High,Experienced Full Stack Developer with passion for Research & Innovation
mentor_0380,mentor,Mentor 380,mentor380@example.com,NIT Surathkal,Chemical Engineering,6.996386761560733,Malayalam,Hyderabad,Academia & Teaching,Analytical & Logical,Microsoft,DevOps Engineer,18,34,4.96,34,High,Experienced DevOps Engineer with passion for Academia & Teaching
mentor_0381,mentor,Mentor 381,mentor381@example.com,NIT Trichy,Information Technology,7.655882256961478,English,Mumbai Metropolitan,Academia & Teaching,Friendly & Casual,Deloitte,Product Manager,19,37,4.47,7,Low,Experienced Product Manager with passion for Academia & Teaching
mentor_0382,mentor,Mentor 382,mentor382@example.com,IIIT Hyderabad,Biotechnology,7.373060445031491,Tamil,West India,Academia & Teaching,Friendly & Casual,Meta,Cloud Architect,10,34,4.9,35,High,Experienced Cloud Architect with passion for Academia & Teaching
mentor_0383,mentor,Mentor 383,mentor383@example.com,IIIT Hyderabad,Civil Engineering,7.466702805365988,Hindi,West India,Corporate Growth,Challenging & Critical,Amazon,Product Manager,17,35,3.96,6,Low,Experienced Product Manager with passion for Corporate Growth
mentor_0384,mentor,Mentor 384,mentor384@example.com,VIT Vellore,Biotechnology,7.944845318263085,Bengali,Delhi NCR,Academia & Teaching,Professional & Formal,Microsoft,Consultant,11,27,4.67,45,Low,Experienced Consultant with passion for Academia & Teaching
mentor_0385,mentor,Mentor 385,mentor385@example.com,IIT Madras,Civil Engineering,7.066480700489162,Telugu,Ahmedabad,Entrepreneurship,Friendly & Casual,TCS,DevOps Engineer,12,41,4.65,45,High,Experienced DevOps Engineer with passion for Entrepreneurship
mentor_0386,mentor,Mentor 386,mentor386@example.com,IIT Delhi,Biotechnology,8.011112836749419,Marathi,Delhi NCR,Startup Ecosystem,Challenging & Critical,Flipkart,Full Stack Developer,14,32,4.54,35,High,Experienced Full Stack Developer with passion for Startup Ecosystem
mentor_0387,mentor,Mentor 387,mentor387@example.com,IIT Delhi,Aerospace Engineering,8.753846293311161,Malayalam,South India,Tech Leadership,Challenging & Critical,Apple,DevOps Engineer,3,27,4.95,15,Low,Experienced DevOps Engineer with passion for Tech Leadership
mentor_0388,mentor,Mentor 388,mentor388@example.com,SRM University,Mechanical Engineering,7.774487266361406,Punjabi,Ahmedabad,Academia & Teaching,Patient & Understanding,Morgan Stanley,Machine Learning Engineer,11,26,4.09,23,Low,Experienced Machine Learning Engineer with passion for Academia & Teaching
mentor_0389,mentor,Mentor 389,mentor389@example.com,Manipal Institute,Mechanical Engineering,6.8743234517820255,Telugu,South India,Finance & Investment,Direct & Straightforward,Netflix,Backend Engineer,17,44,3.7,0,High,Experienced Backend Engineer with passion for Finance & Investment
mentor_0390,mentor,Mentor 390,mentor390@example.com,IIT Madras,Electronics,7.007985590928163,Kannada,East India,Finance & Investment,Patient & Understanding,Apple,Consultant,3,29,4.51,48,High,Experienced Consultant with passion for Finance & Investment
mentor_0391,mentor,Mentor 391,mentor391@example.com,BITS Pilani,Data Science,7.3013896793719075,Gujarati,Pune,Corporate Growth,Professional & Formal,Deloitte,Software Engineer,14,27,4.59,24,Medium,Experienced Software Engineer with passion for Corporate Growth
mentor_0392,mentor,Mentor 392,mentor392@example.com,VIT Vellore,Mechanical Engineering,7.024087762344347,Bengali,Pune,Entrepreneurship,Friendly & Casual,Goldman Sachs,UI/UX Designer,5,39,4.36,9,Medium,Experienced UI/UX Designer with passion for Entrepreneurship
mentor_0393,mentor,Mentor 393,mentor393@example.com,BITS Pilani,Mechanical Engineering,6.70705575231196,Punjabi,East India,Tech Leadership,Professional & Formal,Adobe,Consultant,13,27,3.81,15,High,Experienced Consultant with passion for Tech Leadership
mentor_0394,mentor,Mentor 394,mentor394@example.com,PESIT Bangalore,Electrical Engineering,7.623525821569354,Gujarati,North India,Research & Innovation,Analytical & Logical,Adobe,Product Manager,4,40,4.26,15,Medium,Experienced Product Manager with passion for Research & Innovation
mentor_0395,mentor,Mentor 395,mentor395@example.com,PESIT Bangalore,Electrical Engineering,7.323042134619361,Bengali,Ahmedabad,Consulting,Analytical & Logical,Netflix,Data Engineer,18,37,3.97,7,Very High,Experienced Data Engineer with passion for Consulting
mentor_0396,mentor,Mentor 396,mentor396@example.com,BITS Pilani,Electronics,7.651776706846446,English,East India,Tech Leadership,Professional & Formal,Amazon,Full Stack Developer,11,30,4.14,28,Very High,Experienced Full Stack Developer with passion for Tech Leadership
mentor_0397,mentor,Mentor 397,mentor397@example.com,BITS Pilani,Data Science,8.44910992977223,Marathi,Northeast India,Consulting,Direct & Straightforward,Wipro,AI Research Engineer,17,32,4.47,38,High,Experienced AI Research Engineer with passion for Consulting
mentor_0398,mentor,Mentor 398,mentor398@example.com,Amity University,Information Technology,7.310917732860513,Telugu,Delhi NCR,Data Science & AI,Direct & Straightforward,Zomato,DevOps Engineer,14,35,4.62,27,High,Experienced DevOps Engineer with passion for Data Science & AI
mentor_0399,mentor,Mentor 399,mentor399@example.com,IIT Madras,Electrical Engineering,6.551663996255751,Tamil,Kolkata,Consulting,Patient & Understanding,Meta,Full Stack Developer,3,39,3.85,5,High,Experienced Full Stack Developer with passion for Consulting
mentor_0400,mentor,Mentor 400,mentor400@example.com,BITS Pilani,Information Technology,7.180886006197159,Bengali,Pune,Startup Ecosystem,Professional & Formal,Startup,Cloud Architect,15,39,4.11,15,High,Experienced Cloud Architect with passion for Startup Ecosystem
mentor_0401,mentor,Mentor 401,mentor401@example.com,IIIT Hyderabad,Computer Science,8.116340173693313,Tamil,Ahmedabad,Product Development,Friendly & Casual,Netflix,AI Research Engineer,16,30,3.9,19,High,Experienced AI Research Engineer with passion for Product Development
mentor_0402,mentor,Mentor 402,mentor402@example.com,Manipal Institute,Electrical Engineering,8.041416216573564,Marathi,Hyderabad,Startup Ecosystem,Patient & Understanding,Wipro,Machine Learning Engineer,10,43,3.8,15,High,Experienced Machine Learning Engineer with passion for Startup Ecosystem
mentor_0403,mentor,Mentor 403,mentor403@example.com,Manipal Institute,Aerospace Engineering,7.9149117180908535,Malayalam,Northeast India,Finance & Investment,Motivational & Inspiring,Meta,Consultant,10,39,4.68,6,High,Experienced Consultant with passion for Finance & Investment
mentor_0404,mentor,Mentor 404,mentor404@example.com,IIT Bombay,Data Science,7.000234621470318,Kannada,Central India,Entrepreneurship,Direct & Straightforward,Zomato,Cloud Architect,14,27,4.86,40,Low,Experienced Cloud Architect with passion for Entrepreneurship
mentor_0405,mentor,Mentor 405,mentor405@example.com,NIT Surathkal,Electronics,8.101522094426159,Telugu,West India,Healthcare Technology,Supportive & Empathetic,Morgan Stanley,Data Engineer,3,37,4.06,13,High,Experienced Data Engineer with passion for Healthcare Technology
mentor_0406,mentor,Mentor 406,mentor406@example.com,PESIT Bangalore,Computer Science,8.281519262429653,Marathi,East India,Corporate Growth,Patient & Understanding,Apple,Business Analyst,13,31,4.63,42,High,Experienced Business Analyst with passion for Corporate Growth
mentor_0407,mentor,Mentor 407,mentor407@example.com,IIT Delhi,Data Science,6.943662696088019,Marathi,Kolkata,Product Development,Analytical & Logical,Flipkart,AI Research Engineer,10,29,4.85,25,Medium,Experienced AI Research Engineer with passion for Product Development
mentor_0408,mentor,Mentor 408,mentor408@example.com,SRM University,Aerospace Engineering,7.46674392196598,English,West India,Consulting,Patient & Understanding,Infosys,Consultant,12,38,4.77,25,Low,Experienced Consultant with passion for Consulting
mentor_0409,mentor,Mentor 409,mentor409@example.com,IIT Delhi,Data Science,9.11632157094569,Gujarati,Ahmedabad,Academia & Teaching,Professional & Formal,Apple,Cloud Architect,13,29,3.77,13,High,Experienced Cloud Architect with passion for Academia & Teaching
mentor_0410,mentor,Mentor 410,mentor410@example.com,NIT Surathkal,Aerospace Engineering,6.9081005788292895,Kannada,Mumbai Metropolitan,Entrepreneurship,Supportive & Empathetic,Swiggy,Software Engineer,9,39,4.93,6,Medium,Experienced Software Engineer with passion for Entrepreneurship
mentor_0411,mentor,Mentor 411,mentor411@example.com,SRM University,Aerospace Engineering,6.13593066460502,Telugu,North India,Product Development,Professional & Formal,Wipro,Consultant,13,41,4.07,32,Medium,Experienced Consultant with passion for Product Development
mentor_0412,mentor,Mentor 412,mentor412@example.com,Amity University,Information Technology,8.606323547571838,Malayalam,Mumbai Metropolitan,Corporate Growth,Challenging & Critical,Paytm,Research Scientist,19,29,4.01,25,Medium,Experienced Research Scientist with passion for Corporate Growth
mentor_0413,mentor,Mentor 413,mentor413@example.com,IIT Madras,Biotechnology,8.409283817363647,Malayalam,North India,Finance & Investment,Analytical & Logical,Swiggy,Machine Learning Engineer,3,26,3.59,44,Very High,Experienced Machine Learning Engineer with passion for Finance & Investment
mentor_0414,mentor,Mentor 414,mentor414@example.com,NIT Trichy,Computer Science,7.13442614113806,Hindi,South India,Entrepreneurship,Analytical & Logical,Zomato,Data Scientist,10,38,4.23,19,Medium,Experienced Data Scientist with passion for Entrepreneurship
mentor_0415,mentor,Mentor 415,mentor415@example.com,IIT Madras,Data Science,7.40960657450553,Marathi,West India,Corporate Growth,Direct & Straightforward,Meta,Machine Learning Engineer,8,29,3.66,2,Very High,Experienced Machine Learning Engineer with passion for Corporate Growth
mentor_0416,mentor,Mentor 416,mentor416@example.com,IIT Delhi,Civil Engineering,6.520051959848838,Bengali,North India,Data Science & AI,Patient & Understanding,Adobe,DevOps Engineer,8,43,3.87,3,Medium,Experienced DevOps Engineer with passion for Data Science & AI
mentor_0417,mentor,Mentor 417,mentor417@example.com,IIT Delhi,Computer Science,7.571161818087762,English,Chennai,Data Science & AI,Direct & Straightforward,Swiggy,UI/UX Designer,7,31,3.98,25,Medium,Experienced UI/UX Designer with passion for Data Science & AI
mentor_0418,mentor,Mentor 418,mentor418@example.com,SRM University,Biotechnology,8.43273097229712,Kannada,Pune,Startup Ecosystem,Supportive & Empathetic,Goldman Sachs,Data Scientist,15,28,4.71,10,High,Experienced Data Scientist with passion for Startup Ecosystem
mentor_0419,mentor,Mentor 419,mentor419@example.com,SRM University,Computer Science,7.065916126593377,Malayalam,Chennai,Startup Ecosystem,Patient & Understanding,TCS,Data Engineer,10,38,4.81,1,Medium,Experienced Data Engineer with passion for Startup Ecosystem
mentor_0420,mentor,Mentor 420,mentor420@example.com,PESIT Bangalore,Mechanical Engineering,8.201681583029034,Telugu,Chennai,Corporate Growth,Challenging & Critical,Swiggy,DevOps Engineer,11,41,3.95,13,Very High,Experienced DevOps Engineer with passion for Corporate Growth
mentor_0421,mentor,Mentor 421,mentor421@example.com,Amity University,Civil Engineering,7.870979085912346,Hindi,Bangalore,Product Development,Professional & Formal,Deloitte,DevOps Engineer,19,30,4.79,43,Medium,Experienced DevOps Engineer with passion for Product Development
mentor_0422,mentor,Mentor 422,mentor422@example.com,PESIT Bangalore,Biotechnology,7.962253512704912,Telugu,Pune,Startup Ecosystem,Challenging & Critical,Deloitte,Software Engineer,5,29,4.79,29,High,Experienced Software Engineer with passion for Startup Ecosystem
mentor_0423,mentor,Mentor 423,mentor423@example.com,NIT Surathkal,Information Technology,7.112552655530905,English,Northeast India,Entrepreneurship,Analytical & Logical,Microsoft,Data Engineer,13,33,4.65,48,High,Experienced Data Engineer with passion for Entrepreneurship
mentor_0424,mentor,Mentor 424,mentor424@example.com,BITS Pilani,Data Science,7.216300653653205,Bengali,Kolkata,Product Development,Supportive & Empathetic,Morgan Stanley,Software Engineer,19,44,3.72,11,Very High,Experienced Software Engineer with passion for Product Development
mentor_0425,mentor,Mentor 425,mentor425@example.com,IIT Madras,Chemical Engineering,6.022582052422878,Hindi,North India,Startup Ecosystem,Motivational & Inspiring,TCS,Data Engineer,4,39,4.54,25,Low,Experienced Data Engineer with passion for Startup Ecosystem
mentor_0426,mentor,Mentor 426,mentor426@example.com,SRM University,Biotechnology,7.046664469991915,Hindi,North India,Research & Innovation,Supportive & Empathetic,McKinsey,Frontend Engineer,10,32,4.92,43,Very High,Experienced Frontend Engineer with passion for Research & Innovation
mentor_0427,mentor,Mentor 427,mentor427@example.com,DTU Delhi,Electronics,8.430788366425007,Gujarati,Northeast India,Consulting,Friendly & Casual,Deloitte,Backend Engineer,9,39,4.52,32,High,Experienced Backend Engineer with passion for Consulting
mentor_0428,mentor,Mentor 428,mentor428@example.com,NIT Surathkal,Data Science,6.756534244718181,Kannada,West India,Research & Innovation,Supportive & Empathetic,TCS,Product Manager,19,31,4.0,12,High,Experienced Product Manager with passion for Research & Innovation
mentor_0429,mentor,Mentor 429,mentor429@example.com,IIIT Hyderabad,Biotechnology,6.875758676914476,Hindi,West India,Social Impact,Challenging & Critical,Meta,Data Engineer,8,37,4.25,13,Medium,Experienced Data Engineer with passion for Social Impact
mentor_0430,mentor,Mentor 430,mentor430@example.com,Amity University,Mechanical Engineering,8.0121518589657,Gujarati,Chennai,Data Science & AI,Friendly & Casual,Swiggy,Backend Engineer,8,41,4.47,23,Medium,Experienced Backend Engineer with passion for Data Science & AI
mentor_0431,mentor,Mentor 431,mentor431@example.com,IIT Delhi,Chemical Engineering,7.822214633594475,Gujarati,Northeast India,Finance & Investment,Friendly & Casual,Zomato,Backend Engineer,4,42,4.27,33,Very High,Experienced Backend Engineer with passion for Finance & Investment
mentor_0432,mentor,Mentor 432,mentor432@example.com,PESIT Bangalore,Mechanical Engineering,8.05189059983704,English,Ahmedabad,Tech Leadership,Patient & Understanding,Apple,AI Research Engineer,8,38,3.68,43,High,Experienced AI Research Engineer with passion for Tech Leadership
mentor_0433,mentor,Mentor 433,mentor433@example.com,NIT Surathkal,Chemical Engineering,6.569423567927677,Tamil,Pune,Consulting,Patient & Understanding,Netflix,UI/UX Designer,7,39,3.97,25,High,Experienced UI/UX Designer with passion for Consulting
mentor_0434,mentor,Mentor 434,mentor434@example.com,IIT Madras,Electronics,9.551246359440277,Telugu,Chennai,Data Science & AI,Friendly & Casual,TCS,Product Manager,6,32,4.7,20,High,Experienced Product Manager with passion for Data Science & AI
mentor_0435,mentor,Mentor 435,mentor435@example.com,SRM University,Data Science,6.5273973006662,Bengali,Mumbai Metropolitan,Product Development,Motivational & Inspiring,Google,Business Analyst,19,39,4.79,27,High,Experienced Business Analyst with passion for Product Development
mentor_0436,mentor,Mentor 436,mentor436@example.com,IIT Delhi,Information Technology,7.623397850987255,Punjabi,Bangalore,Product Development,Patient & Understanding,Wipro,Data Scientist,13,40,3.71,47,Medium,Experienced Data Scientist with passion for Product Development
